"paper_ID","fulltext_screening","fulltext_notes","variable_note","authors","year_publication","population_location","Observation_ID","experiment_ID","group_ID","repeated_trait_ID","bird_species","treatment_plant_species","control_plant_species","comparision_type","CH","PCH","Hypothesis","measure_central_tendency_experiment","type_measure_central_tendency_experiment","measure_dispersion_experiment","type_measure_dispersion_experiment","n_experiment","measure_central_tendency_control","type_measure_central_tendency_control","measure_dispersion_control","type_measure_dispersion_control","n_control","fitness_proxy","trait_type","proxy_decision","proxy_comment","proxies_sign","statistics_type","test_statistics_type","statistics_value","p_value","sign_relationship","total_sample_size","DF","data_location","parasite_type","time_of_gnm_addition","extractor_ID","extractor_comments","data_checker_ID","data_checker_comments","blinding","random_assignment","missing_data","shared_experiment","shared_control","fitness_proxy_cleaned"
"GNM_002","included","NA","mean and variance","Pires B. A.; Belo A. D. F.; Diamantino F.;  Rabaca J. E.; Merino S.","2020","Portuguese Air Force Base No. 6 - Montijo, Portugal, Tagus Estuary (38Â°41â€™40.45â€™â€™ N, 9Â°02â€™43.55â€™â€™ W).",11,2,3,4,"Cyanistes caeruleus","Lavandula dentata L, Calamintha nepeta L, Dittrichia viscosa L","grass",1,1,1,"both",1.8383583,"mean",0.01621981,"SD",4,1.8434469,"mean",0.01303945,"SD",6,"Nestling tarsus length (small brood)","Morphology","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","Fig 1","NA","c","SD","I have extracted the effect sizes from the figure instead of the ANOVA since they were presented for all years in both small and large brood size with mean and variance. I consider the years to be different experiment and large and small brood to be different group of individuals.","SD","NA","no","no","no",1,1,"nestling_tarsus_length"
"GNM_002","included","NA","mean and variance","Pires B. A.; Belo A. D. F.; Diamantino F.;  Rabaca J. E.; Merino S.","2020","Portuguese Air Force Base No. 6 - Montijo, Portugal, Tagus Estuary (38Â°41â€™40.45â€™â€™ N, 9Â°02â€™43.55â€™â€™ W).",12,3,3,4,"Cyanistes caeruleus","Lavandula dentata L, Calamintha nepeta L, Dittrichia viscosa L","grass",1,1,1,"both",1.845037,"mean",0.02417069,"SD",2,1.8230926,"mean",0.01590177,"SD",4,"Nestling tarsus length (small brood)","Morphology","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","Fig 1","NA","c","SD","I have extracted the effect sizes from the figure instead of the ANOVA since they were presented for all years in both small and large brood size with mean and variance. I consider the years to be different experiment and large and small brood to be different group of individuals.","SD","NA","no","no","no",1,1,"nestling_tarsus_length"
"GNM_016","included","NA","mean and variance, sample sizes of individuals and not nests","Polo V.; Rubalcaba J. G.; Veiga J. P.","2015","Manzanares el Real (40Â° 45â€² N; 3Â° 50â€² W Madrid province, central Spain).",13,1,1,1,"Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertianum, and Lamium purpureum","blank",2,1,1,"both",82.2,"mean",0.52,"SE",27,84.1,"mean",0.45,"SE",27,"fledgling body mass (males)","Morphology","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","Sample sizes from fig 1 and data from the first paragraph of results section (fledgling production)","NA","b","JMGS","***I considere that they reuse nests, because the authors said that the identity of the nests (whether they were treatment or control) were maintained across the years","SD","Authors also say : ""The primary sex ratio was male-biased in the experimental nests in all the years of the experiment: 2002 (results published in Polo et al. 2004), 2004, 2005, and 2006 (0.50 ± 0.026 vs. 0.43 ± 0.026 mean sex ratio ± SE in control vs. experimental nests; data corrected for common mothers; F1, 225.7 = 4.77, P = 0.03). The effect of greenery on increasing the proportion of males is consistent and confirms the previous results found by Polo et al. (2004)."" But we do not consider sex ratio as a proxy of fitness here.","no","yes","no",1,1,"fledgeling_mass"
"GNM_016","included","NA","mean and variance, sample sizes of individuals and not nests","Polo V.; Rubalcaba J. G.; Veiga J. P.","2015","Manzanares el Real (40Â° 45â€² N; 3Â° 50â€² W Madrid province, central Spain).",14,1,2,2,"Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertianum, and Lamium purpureum","blank",2,1,1,"both",79.5,"mean",0.49,"SE",27,79.3,"mean",0.44,"SE",27,"fledgling body mass (females)","Morphology","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","Sample sizes from fig 1 and data from the first paragraph of results section (fledgling production)","NA","b","JMGS","***I considere that they reuse nests, because the authors said that the identity of the nests (whether they were treatment or control) were maintained across the years; I also considered the comparison type two even though in the methods section the authors mention that the green material added by males was not removed (which seemingly could be an error)","SD","NA","no","yes","no",1,1,"fledgeling_mass"
"GNM_016","included","NA","mean and variance, sample sizes of individuals and not nests","Polo V.; Rubalcaba J. G.; Veiga J. P.","2015","Manzanares el Real (40Â° 45â€² N; 3Â° 50â€² W Madrid province, central Spain).",15,1,1,3,"Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertianum, and Lamium purpureum","blank",2,1,1,"both",30.4,"mean",0.05,"SE",27,30.4,"mean",0.05,"SE",27,"fledling tarsus-metatarsus lengths (males)","Morphology","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","Sample sizes from fig 1 and data from the first paragraph of results section (fledgling production)","NA","b","JMGS","It seemed strange that both groups of males (exp and ctrl had the exact same values for mean and SE) then I tried to collect the data from the figure, which is allegedly from a mixed model, but the data seemed very similar as well (Means: expm 30.47956; ctrm 30.504411) (SE expm 06212506; ctrlm 06626673). Therefore I decided to use the data reported in the text;    ***I considere that they reuse nests, because the authors said that the identity of the nests (whether they were treatment or control) were maintained across the years","SD","NA","no","yes","no",1,1,"fledling tarsus-metatarsus lengths (males)"
"GNM_016","included","NA","mean and variance, sample sizes of individuals and not nests","Polo V.; Rubalcaba J. G.; Veiga J. P.","2015","Manzanares el Real (40Â° 45â€² N; 3Â° 50â€² W Madrid province, central Spain).",16,1,2,4,"Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertianum, and Lamium purpureum","blank",2,1,1,"both",30,"mean",0.06,"SE",27,29.84,"mean",0.05,"SE",27,"fledling tarsus-metatarsus lengths (females)","Morphology","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","Sample sizes from fig 1 and data from the first paragraph of results section (fledgling production)","NA","b","JMGS","***I considere that they reuse nests, because the authors said that the identity of the nests (whether they were treatment or control) were maintained across the years","SD","NA","no","yes","no",1,1,"fledling tarsus-metatarsus lengths (females)"
"GNM_016","included","NA","mean and variance","Polo V.; Rubalcaba J. G.; Veiga J. P.","2015","Manzanares el Real (40Â° 45â€² N; 3Â° 50â€² W Madrid province, central Spain).",17,1,3,5,"Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertianum, and Lamium purpureum","blank",2,1,1,"both",2.5,"mean",0.15,"SE",27,2.58,"mean",0.16,"SE",27,"number of fledlings per breeding attempt","Reproduction","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","First paragraph of results section (fledgling production)","NA","b","JMGS","write to authors to for sample size of number of fledglings per breeding attempt; ***I considere that they reuse nests, because the authors said that the identity of the nests (whether they were treatment or control) were maintained across the years","SD","NA","no","yes","no",1,1,"number_of_fledgling"
"GNM_016","included","NA","mean and variance","Polo V.; Rubalcaba J. G.; Veiga J. P.","2015","Manzanares el Real (40Â° 45â€² N; 3Â° 50â€² W Madrid province, central Spain).",18,1,4,5,"Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertianum, and Lamium purpureum","blank",2,1,1,"both",0.04035088,"mean",0.01754386,"SE",27,0.10964912,"mean",0.02719298,"SE",27,"probability of local recruitment (2002)","Reproduction","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","Fig 2","NA","b","JMGS","***I considere that they reuse nests, because the authors said that the identity of the nests (whether they were treatment or control) were maintained across the years; I did extract the data from figure 2, but not from table 1 given that they are seemingly redundant and fig 2. provides the data and deviation","SD","Authors also say: ""The probability of local recruitment was significantly lower in the experimental group (0.065 ± 0.016 vs. 0.118 ± 0.01; experimental vs. control; t = −2.20, P = 0.028;"" and we could also use this instead of divided over the years.","no","yes","no",1,1,"local_recruitment_probability"
"GNM_016","included","NA","mean and variance","Polo V.; Rubalcaba J. G.; Veiga J. P.","2015","Manzanares el Real (40Â° 45â€² N; 3Â° 50â€² W Madrid province, central Spain).",19,1,5,5,"Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertianum, and Lamium purpureum","blank",2,1,1,"both",0.13596491,"mean",0.03947368,"SE",27,0.15964912,"mean",0.04035088,"SE",27,"probability of local recruitment (2004)","Reproduction","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","Fig 2","NA","b","JMGS","***I considere that they reuse nests, because the authors said that the identity of the nests (whether they were treatment or control) were maintained across the years; I did extract the data from figure 2, but not from table 1 given that they are seemingly redundant and fig 2. provides the data and deviation","SD","NA","no","yes","no",1,1,"local_recruitment_probability"
"GNM_016","included","NA","mean and variance","Polo V.; Rubalcaba J. G.; Veiga J. P.","2015","Manzanares el Real (40Â° 45â€² N; 3Â° 50â€² W Madrid province, central Spain).",20,1,6,5,"Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertianum, and Lamium purpureum","blank",2,1,1,"both",0.06666667,"mean",0.0245614,"SE",27,0.11754386,"mean",0.02894737,"SE",27,"probability of local recruitment (2006)","Reproduction","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","Fig 2","NA","b","JMGS","***I considere that they reuse nests, because the authors said that the identity of the nests (whether they were treatment or control) were maintained across the years; I did extract the data from figure 2, but not from table 1 given that they are seemingly redundant and fig 2. provides the data and deviation","SD","NA","no","yes","no",1,1,"local_recruitment_probability"
"GNM_016","included","NA","mean and variance","Polo V.; Rubalcaba J. G.; Veiga J. P.","2015","Manzanares el Real (40Â° 45â€² N; 3Â° 50â€² W Madrid province, central Spain).",21,1,7,5,"Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertianum, and Lamium purpureum","blank",2,1,1,"both",0.04561404,"mean",0.02017544,"SE",27,0.0877193,"mean",0.02631579,"SE",27,"probability of local recruitment (2008)","Reproduction","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","Fig 2","NA","b","JMGS","***I considere that they reuse nests, because the authors said that the identity of the nests (whether they were treatment or control) were maintained across the years; I did extract the data from figure 2, but not from table 1 given that they are seemingly redundant and fig 2. provides the data and deviation","SD","NA","no","yes","no",1,1,"local_recruitment_probability"
"GNM_024","included","NA","log","Lopez-Rull I.; Gil D.","2009","Soto del Real, Madrid, Spain",22,1,1,1,"Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertinum, Lamium purpureum","blank",2,1,0,"CH",1.828125,"mean",0.04640388,"SE",8,1.475,"mean",0.02261335,"SE",11,"females' testosterone level (log)","Physiology","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","Fig.2","NA","b","JMGS","The data was fully extrcted from the figure 2 using metaDigitise, because the primary data was not reported in the text ***please notice that the variable was Log transformed***.","SD","NA","no","yes","no",1,1,"females_testosterone"
"GNM_024","included","NA","mean and variance","Lopez-Rull I.; Gil D.","2009","Soto del Real, Madrid, Spain",23,1,1,2,"Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertinum, Lamium purpureum","blank",2,1,1,"both",4.937931,"mean",0.04310345,"SE",16,4.103448,"mean",0.05221186,"SE",19,"Clutch size","Reproduction","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","Fig.3","NA","b","JMGS","The data was fully extracted from the figure 3 using metaDigitise, because the measure of dispersion (SD or SE) was not reported with the primary data  in the text, ***also the dispersion measures reported in the text did not match either the SD or the SE extracted from the figure ***","SD","NA","no","yes","no",1,1,"clutch_size"
"GNM_024","included","NA","mean and variance","Lopez-Rull I.; Gil D.","2009","Soto del Real, Madrid, Spain",24,1,1,3,"Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertinum, Lamium purpureum","blank",2,1,1,"both",3.78,"mean",0.04,"SD",16,3.79,"mean",0.03,"SD",19,"egg size (mm3)","Reproduction","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","Last paragraph of the section ""Results-  Female quality, condition and testosterone levels"".","NA","b","JMGS","*notice that the type of dispersion measure was not reported in the text*","SD","I am more likely to say they are reporting SD here as well like the figures since the text reporting matches the figure for the few cases it is there.","no","yes","no",1,1,"egg_size"
"GNM_024","included","NA","log","Lopez-Rull I.; Gil D.","2009","Soto del Real, Madrid, Spain",25,1,2,4,"Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertinum, Lamium purpureum","blank",2,1,0,"CH",0.88,"mean",0.15,"SD",16,0.93,"mean",0.18,"SD",19,"Yolk Log T (testosterone)","Physiology","sensitivity-analysis","We do not consider yolk hormones as a good proxy for fitness as according to the meta-analysis on yolk hormones and fitness, they found no evidence for any effect of yolk hormones on fitness. (Lucia Mentesana, Michaela Hau, Pietro B. D'Amelio, Nicolas M. Adreani, Alfredo Sánchez-Tójar. In prep.* Do egg hormones have fitness consequences in wild birds? A systematic review and meta-analysis*)","1",NA,"NA","NA","NA","NA","NA","NA","Text: Results: Yolk androgens and egg colour","NA","b","JMGS","***notice that the type of dispersion measure was not reported in the text***","SD","I am more likely to say they are reporting SD here as well like the figures since the text reporting matches the figure for the few cases it is there.","no","yes","no",1,1,"yolk_hormones"
"GNM_024","included","NA","log","Lopez-Rull I.; Gil D.","2009","Soto del Real, Madrid, Spain",26,1,2,5,"Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertinum, Lamium purpureum","blank",2,1,0,"CH",0.99,"mean",0.09,"SD",16,0.96,"mean",0.14,"SD",19,"Yolk Log A4(androstenedione)","Physiology","sensitivity-analysis","We do not consider yolk hormones as a good proxy for fitness as according to the meta-analysis on yolk hormones and fitness, they found no evidence for any effect of yolk hormones on fitness. (Lucia Mentesana, Michaela Hau, Pietro B. D'Amelio, Nicolas M. Adreani, Alfredo Sánchez-Tójar. In prep.* Do egg hormones have fitness consequences in wild birds? A systematic review and meta-analysis*)","1",NA,"NA","NA","NA","NA","NA","NA","Text: Results: Yolk androgens and egg colour","NA","b","JMGS","***notice that the type of dispersion measure was not reported in the text***","SD","I am more likely to say they are reporting SD here as well like the figures since the text reporting matches the figure for the few cases it is there.","no","yes","no",1,1,"yolk_hormones"
"GNM_137","included","NA","mean and variance","Shutler D.; Campbell A. A.","2007","Nova Scotia and New Brunswick, Canada (between 45840?N and 4680?N, and 64810?E and 64830?E)",27,1,1,1,"Tachycineta bicolor","Achillea millefolium","blank",2,0,1,"PCH",6,"mean",0.9,"SD",44,5.5,"mean",1,"SD",23,"Clutch size","Reproduction","include","We categorize all the proxies coming from Tachycineta bicolor as belonging to parental care hypothesis. Since the bird does not show this behaviour in the wild, we think it is likely that courtship hypothesis is not at play. However, we will run a sensitivity analysis for this with only proxies such as blowflies and fleas number to ensure robustness of our results.","1",NA,"NA","NA","NA","NA","NA","NA","table 1","NA","a","JMGS","***I did not include the means reported in table 1 that came from a PCA (i.e. Size and Leukocytes) *** Should we also add nest initiation date as a proxy of fitness (marked in orange), I think not because the direction of this relationship won't be necessarily clear","SD","I would give no nest reuse since authors state that they clear the nest before the experiment started in 2000. Authors also clearly state that the green nest material was added after egg laying began. Here neither male nor females add GNM in nature. How do we use Clutch size as a proxy for courtship hypothesis in this case?","no","yes","no",1,1,"clutch_size"
"GNM_137","included","NA","mean and variance","Shutler D.; Campbell A. A.","2007","Nova Scotia and New Brunswick, Canada (between 45840?N and 4680?N, and 64810?E and 64830?E)",28,1,1,2,"Tachycineta bicolor","Achillea millefolium","blank",2,0,1,"PCH",5.3,"mean",1.4,"SD",44,5.1,"mean",1.1,"SD",23,"number of nestlings","Reproduction","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","table 1","NA","a","JMGS","***I did not include the means reported in table 1 that came from a PCA (i.e. Size and Leukocytes) ***","SD","Here neither male nor females add GNM in nature. How do we use number of nestlings as a proxy for courtship hypothesis in this case?","no","yes","no",1,1,"number_of_nestling"
"GNM_137","included","NA","mean and variance","Shutler D.; Campbell A. A.","2007","Nova Scotia and New Brunswick, Canada (between 45840?N and 4680?N, and 64810?E and 64830?E)",29,1,1,3,"Tachycineta bicolor","Achillea millefolium","blank",2,0,1,"PCH",5,"mean",1.8,"SD",44,5.1,"mean",1.1,"SD",23,"number of fledged","Reproduction","include","NA","1",NA,"NA","NA","NA","NA","NA","NA","table 1","NA","a","JMGS","***I did not include the means reported in table 1 that came from a PCA (i.e. Size and Leukocytes) ***","SD","NA","no","yes","no",1,1,"number_of_fledgling"
